price
549.0
699.0
7399.0
1898.53
199.0
399.0
549.0
399.0
999.0
8717.0
499.0
498.0
1099.0
5500.0
799.0
399.0
444.0
399.0
1499.0
799.0
699.0
579.0
598.0
799.0
299.0
999.0
699.0
1750.87
249.0
3300.0
549.0
499.0
2487.0
449.0
799.0
649.0
669.0
124.0
2685.0
799.0
302.0
369.0
378.0
799.0
2685.0
698.0
23088.0
399.0
398.0
598.0
439.0
727.0
499.0
329.0
699.0
1999.0
499.0
399.0
499.0
699.0
449.0
189.0
449.0
479.0
599.0
399.0
7078.0
329.0
799.0
539.0
499.0
699.0
599.0
2999.0
5800.0
479.0
474.0
999.0
399.0
449.0
949.0
3750.08
6999.0
6880.0
449.0
1438.0
1380.0
399.0
351.0
599.0
799.0
4149.0
175.0
419.0
549.0
549.0
545.0
999.0
599.0
349.0
399.0
599.0
449.0
649.0
1799.0
849.0
899.0
759.0
699.0
799.0
6136.67
2563.0
1099.0
699.0
4791.0
2399.0
699.0
37815.0
699.0
398.0
999.0
349.0
429.0
3500.0
4007.0
2685.0
639.0
499.0
419.0
499.0
429.0
439.0
479.0
719.0
1822.0
199.0
2524.67
459.0
449.0
449.0
398.0
548.0
679.0
899.0
749.0
498.0
399.0
489.0
1099.0
1499.0
4884.0
3721.0
2313.0
438.0
499.0
5751.0
419.0
798.0
1199.0
499.0
1299.0
499.0
438.0
309.0
679.0
1099.0
10757.0
649.0
459.0
751.0
1249.0
439.0
989.0
849.0
829.0
7480.0
1099.0
110.0
1274.0
699.0
1726.0
439.0
1098.0
599.0
379.0
438.0
4889.0
379.0
4026.0
649.0
379.0
698.0
549.0
649.0
1599.0
166.0
499.0
2597.0
999.0
598.0
499.0
349.0
189.0
329.0
599.0
4990.0
489.0
440.0
1844.0
699.0
5351.37
499.0
419.0
3157.0
549.0
799.0
599.0
698.0
599.0
399.0
659.0
399.0
709.0
8144.0
429.0
418.0
2342.0
389.0
799.0
699.0
689.0
498.0
599.0
539.0
599.0
12311.0
399.0
161.0
1849.0
798.0
4149.0
638.0
306.0
399.0
1599.0
2449.0
759.0
659.0
4055.0
1549.0
599.0
429.0
699.0
379.0
498.0
399.0
4928.0
449.0
449.0
847.0
999.0
399.0
749.0
1151.0
549.0
795.0
438.0
999.0
459.0
4945.0
499.0
308.0
568.0
2497.0
499.0
898.0
2579.0
419.0
648.0
349.0
498.0
192.0
3834.0
399.0
1999.0
699.0
999.0
1499.0
969.0
298.0
749.0
329.0
499.0
380.0
649.0
849.0
2199.0
469.0
469.0
398.0
999.0
429.0
843.0
639.0
999.0
1099.0
599.0
689.0
8629.0
799.0
729.0
799.0
598.0
399.0
3499.0
559.0
1699.0
249.0
1999.0
599.0
499.0
459.0
1499.0
599.0
296.0
144.0
599.0
5394.0
598.0
899.0
619.0
679.0
429.0
499.0
569.0
449.0
3990.0
749.0
2449.0
1990.0
329.0
830.0
448.0
1999.0
428.0
429.0
849.0
549.0
3464.0
479.0
479.0
498.0
749.0
569.0
3268.0
197.0
474.0
799.0
399.0
1725.0
699.0
379.0
798.0
14179.0
798.0
3100.0
188.0
1688.0
359.0
329.0
599.0
899.0
639.0
1599.0
728.0
538.0
449.0
616.0
535.0
1734.0
438.0
459.0
439.0
1349.0
698.0
795.0
1999.0
699.0
489.0
689.0
499.0
569.0
847.0
635.0
799.0
111.0
379.0
599.0
249.0
649.0
899.0
669.0
1399.0
549.0
6599.0
699.0
499.0
2299.0
98.0
379.0
498.0
449.0
429.0
1626.0
599.0
499.0
489.0
598.0
379.0
689.0
449.0
171.0
399.0
1099.0
380.0
599.0
689.0
499.0
1799.0
438.0
11320.0
379.0
