section,product_name,category,material,price,platform,size_numeric,log_price
REMAINING,"Channapatna Toys Wooden Pull Along Toy Snail for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys with Attached String - Set of 3pcs",Baby Grasping Toy,Wood,999.0,Channapatna Toys,8.474133333333333,6.907755278982137
REMAINING,"Channapatna Toys Wooden Push & Pull Along Toys for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys - Multicolor - Hand Eye Coordination",Baby Grasping Toy,Wood,479.0,Channapatna Toys,12.0,6.173786103901937
REMAINING,"Channapatna Toys Wooden Rabbit (Big) Pull Along Toy for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys",Baby Grasping Toy,Wood; Color: Natural Wood,419.0,Channapatna Toys,12.0,6.040254711277414
REMAINING,Channapatna Toys Wooden Rainbow Calculation Counting Stacker Math Toy (15 Pieces) | Number Learning Stacking Rings | Early Educational STEM Toys,Educational Toy,Wood,639.0,Channapatna Toys,15.0,6.461468176353717
REMAINING,Channapatna Toys Wooden Rainbow Stacker & Spinning Tops Toy for Kids - (1 Year+) - Multicolor - Pack of 10 pcs - Develop Fine Motor Skills,Building Blocks,Wood,999.0,Channapatna Toys,8.474133333333333,6.907755278982137
REMAINING,Channapatna Toys Wooden Rainbow Stacking Toy for 1+ Year Kids |Montessori Sorting & Stacking Rings Toy for Toddlers Handmade Eco-Friendly Learning Toy,Educational Toy,Wood,599.0,Channapatna Toys,1.0,6.396929655216146
REMAINING,"Channapatna Toys Wooden Rattle Toys for Baby | Infants | New born ( 0+ Years) - Set of 3 pcs - Multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,429.0,Channapatna Toys,8.474133333333333,6.063785208687608
REMAINING,"Channapatna Toys Wooden Rattle Toys for Baby, Infants, New born babies (0+ Years) - Cage Rattle - Multicolor - set of 2 pcs - Discover Sounds",Baby Rattle,Wood,399.0,Channapatna Toys,8.474133333333333,5.991464547107982
REMAINING,"Channapatna Toys Wooden Rattle Toys for Baby, infants/newborn babies (0+Years)-Jingle Bell-set of 2 pcs - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,379.0,Channapatna Toys,8.474133333333333,5.940171252720432
REMAINING,"Channapatna Toys Wooden Rattle Toys for Baby/Infants ( 0+ Years) - Set of 3 pcs - Multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,429.0,Channapatna Toys,8.474133333333333,6.063785208687608
REMAINING,"Channapatna Toys Wooden Rattles & Elephant Shaker for Baby, Infants, New Born Babies Toys (0+ Years) - Set of 8 pcs-Multicolor-Discover Sound",Baby Rattle,Wood,1099.0,Channapatna Toys,8.474133333333333,7.003065458786462
REMAINING,"Channapatna Toys Wooden Rattles & Elephant Shaker for Baby/Infants ( 0+ Years) - set of 3 pcs - multicolor - Discover Sounds, Develops Sensory Skill",Baby Rattle,Wood,498.0,Channapatna Toys,8.474133333333333,6.212606095751519
REMAINING,"Channapatna Toys Wooden Rattles & Neem Wood Teethers, Set of 5 - Colourful Musical Instrument Rattle Toy for Baby and Kids (0-3 Years) - Non-Toxic",Baby Rattle,Ivory wood (Wrightia tinctoria),599.0,Channapatna Toys,8.474133333333333,6.396929655216146
REMAINING,"Channapatna Toys Wooden Rattles & Shakers for Baby, New born babies, Infants ( 0+ Years) - set of 3 pcs - Multicolor - Discover Sounds",Baby Rattle,Ivory wood (Wrightia tinctoria),459.0,Channapatna Toys,8.474133333333333,6.131226489483141
REMAINING,"Channapatna Toys Wooden Rattles Gift Set for Babies, Newborns and Infants of Age 1-3-6-9-12 Months | High Contrast Gift Set of 4 Rattles",Baby Rattle,Wood,538.0,Channapatna Toys,8.474133333333333,6.289715570908998
REMAINING,"Channapatna Toys Wooden Rattles Musical Toys for Baby/New-Born Babies, Infants, Kids - Set of 4 pcs-multicolor-Discover Sound,Develop Sensory Skill",Baby Rattle,Wood,498.0,Channapatna Toys,8.474133333333333,6.212606095751519
REMAINING,"Channapatna Toys Wooden Rattles Toys Set for Baby, Infants, New born Babies ( 0+ Years) - Set of 5 - Multicolor - Discover Sounds",Baby Rattle,Wood,689.0,Channapatna Toys,8.474133333333333,6.536691597591305
REMAINING,"Channapatna Toys Wooden Rattles Toys for Baby, Infants, New born Babies ( 0+ Years) - Set of 5 pcs - Multicolor - Discover Sounds",Baby Rattle,Wood,699.0,Channapatna Toys,8.474133333333333,6.551080335043404
REMAINING,"Channapatna Toys Wooden Rattles Toys for Baby, Infants, New born Babies ( 0+ Years) - Set of 5 pcs - Multicolor - Discover Sounds & Sensory Skills",Baby Rattle,Ivory wood (Wrightia tinctoria),679.0,Channapatna Toys,8.474133333333333,6.522092798170152
REMAINING,"Channapatna Toys Wooden Rattles Toys for Baby, New Born Babies,Infants,Kids-Set of 4pcs-Nontoxic Multicolor-Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,549.0,Channapatna Toys,8.474133333333333,6.309918278226516
REMAINING,"Channapatna Toys Wooden Rattles Toys for Baby, New born Babies, Infants, Kids - Set of 5 pcs - Multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Ivory wood (Wrightia tinctoria),579.0,Channapatna Toys,8.474133333333333,6.363028103540465
REMAINING,"Channapatna Toys Wooden Rattles Toys for Baby, New born Babies, Infants- Set of 5 pcs - Multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Ivory wood (Wrightia tinctoria),698.0,Channapatna Toys,8.474133333333333,6.54965074223381
REMAINING,"Channapatna Toys Wooden Rattles Toys for Baby, New born Babies, Infants- Set of 5 pcs - Multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,718.0,Channapatna Toys,8.474133333333333,6.577861357721047
REMAINING,"Channapatna Toys Wooden Rattles Toys for Baby, New born babies, Infants ( 0+ Years) - set of 3 pcs-Multicolor-Discover Sound, Develop Sensory Skill",Baby Rattle,"100% sustainable wooden toy with non-toxic, water-based dyes ,child safe. No batteries, no plastics toy rattle provides tactile, sonic and visual stimulation",448.0,Channapatna Toys,8.474133333333333,6.1070228877422545
REMAINING,"Channapatna Toys Wooden Rattles Toys for Baby, New-Born Infant Kids - Set of 5 pcs - Multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Sustainably sourced hale wood,749.0,Channapatna Toys,8.474133333333333,6.620073206530356
REMAINING,"Channapatna Toys Wooden Rattles Toys for Baby, New-born Infant Kids - Set of 5 pcs - Multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,699.0,Channapatna Toys,8.474133333333333,6.551080335043404
REMAINING,"Channapatna Toys Wooden Rattles Toys for Baby/New-Born Infant Kids - Set of 4 pcs - Multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,499.0,Channapatna Toys,8.474133333333333,6.214608098422191
REMAINING,"Channapatna Toys Wooden Rattles Toys for Baby/New-Born, Infant Kids - Set of 4 pcs - Multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,498.0,Channapatna Toys,8.474133333333333,6.212606095751519
REMAINING,"Channapatna Toys Wooden Rattles Toys for Baby/New-born Infant Kids - Set of 5 pcs - Multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Ivory wood (Wrightia tinctoria),549.0,Channapatna Toys,8.474133333333333,6.309918278226516
REMAINING,"Channapatna Toys Wooden Rattles for Baby (0+ year) - set of 2 pcs - Discover Sounds, Develops Sensory Skills | Wooden Musical Toys Shaker Drum",Baby Rattle,"100% sustainable wooden toy with non-toxic, water-based dyes ,child safe. No batteries, no plasticn toy rattle provides tactile, sonic and visual stimulation",399.0,Channapatna Toys,8.474133333333333,5.991464547107982
REMAINING,Channapatna Toys Wooden Rattles for Baby | New Born Babies | Infants | - Set of 4 pcs - multicolor - Discover Sounds & Develops Sensory Skills,Baby Rattle,Wood,498.0,Channapatna Toys,8.474133333333333,6.212606095751519
REMAINING,Channapatna Toys Wooden Rattles for Baby | New-Born Babies | Infants | - Pack of 4 pcs - multicolor - Discover Sounds & Develops Sensory Skills,Baby Rattle,Wood,498.0,Channapatna Toys,8.474133333333333,6.212606095751519
REMAINING,Channapatna Toys Wooden Rattles for Baby | New-Born Babies | Infants | - Set of 4 pcs - multicolor - Discover Sounds & Develops Sensory Skills,Baby Rattle,Ivory wood (Wrightia tinctoria),498.0,Channapatna Toys,8.474133333333333,6.212606095751519
REMAINING,"Channapatna Toys Wooden Rattles for Baby, Infants, New Born Babies Toys (0 to 6 to 12 Months) - Set of 8 pcs - Multicolor - Discover Sounds",Baby Rattle,Ivory wood (Wrightia tinctoria),999.0,Channapatna Toys,8.474133333333333,6.907755278982137
REMAINING,"Channapatna Toys Wooden Rattles for Baby, Infants, New Born Babies Toys (0+ Years) - Set of 5 pcs - Nontoxic Multicolor, Develops Sensory Skills",Baby Rattle,Ivory wood (Wrightia tinctoria),719.0,Channapatna Toys,8.474133333333333,6.579251212010101
REMAINING,"Channapatna Toys Wooden Rattles for Baby, Infants, New Born Babies Toys (0+ Years) - Set of 8 pcs-Multicolor-Discover Sound, Develop Sensory Skill",Baby Rattle,Ivory wood (Wrightia tinctoria),1099.0,Channapatna Toys,8.474133333333333,7.003065458786462
REMAINING,"Channapatna Toys Wooden Rattles for Baby, Infants, New Born Babies Toys (0+ Years)-Set of 6 pcs-Multicolor-Discover Sounds, Develops Sensory Skills",Baby Rattle,Ivory wood (Wrightia tinctoria),798.0,Channapatna Toys,8.474133333333333,6.683360945766275
REMAINING,"Channapatna Toys Wooden Rattles for Baby, Infants, Newborn Babies(0+Years)-Rattles Set of 5 pcs-Nontoxic Multicolor-Discover Sounds & Sensory Skills",Baby Rattle,Ivory wood (Wrightia tinctoria),728.0,Channapatna Toys,8.474133333333333,6.591673732008658
REMAINING,"Channapatna Toys Wooden Rattles for Baby, Infants, Newborn Babies(0+Years)-Rattles Set of 6 pcs-Nontoxic Multicolor-Discover Sounds & Sensory Skills",Baby Rattle,Ivory wood (Wrightia tinctoria),699.0,Channapatna Toys,8.474133333333333,6.551080335043404
REMAINING,"Channapatna Toys Wooden Rattles for Baby, New born babies, Infants ( 0+ Years) - set of 3 pcs - Multicolor - Discover Sounds",Baby Rattle,Wood,459.0,Channapatna Toys,8.474133333333333,6.131226489483141
REMAINING,"Channapatna Toys Wooden Rattles for Baby, New born, Infants ( 0+ Years) - set of 3 pcs - Multicolor - Discover Sounds",Baby Rattle,Wood,469.0,Channapatna Toys,8.474133333333333,6.152732694704104
REMAINING,"Channapatna Toys Wooden Rattles for Baby, Twisting Toys, Teethers & Shakers Infants, New Born Babies Toys (0 to 6 to 12 Months) - Set of 10 pcs",Baby Rattle,Ivory wood (Wrightia tinctoria),1449.0,Channapatna Toys,8.474133333333333,7.27931883541462
REMAINING,"Channapatna Toys Wooden Rattles for Baby, new born babies, Infants ( 0+ Years) - set of 3 pcs - multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,448.0,Channapatna Toys,8.474133333333333,6.1070228877422545
REMAINING,"Channapatna Toys Wooden Rattles for Baby/Infants ( 0+ Years) - set of 3 pcs - multicolor - Discover Sounds, Develops Sensory Skill",Baby Rattle,Wood,438.0,Channapatna Toys,8.474133333333333,6.0844994130751715
REMAINING,"Channapatna Toys Wooden Rattles for Baby/Infants ( 0+ Years) - set of 3 pcs - multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,438.0,Channapatna Toys,8.474133333333333,6.0844994130751715
REMAINING,"Channapatna Toys Wooden Rattles for Baby/Infants ( 0+ Years) - set of 3 pcs - multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,"100% sustainable wooden toy with non-toxic, water-based dyes ,child safe. No batteries, no plastics toy rattle provides tactile, sonic and visual stimulation",448.0,Channapatna Toys,8.474133333333333,6.1070228877422545
REMAINING,"Channapatna Toys Wooden Rattles for Baby/Infants, new born ( 0+ Years) - set of 3 pcs - multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,"100% sustainable wooden toy with non-toxic, water-based dyes ,child safe. No batteries, no plastics toy rattle provides tactile, sonic and visual stimulation",438.0,Channapatna Toys,8.474133333333333,6.0844994130751715
REMAINING,"Channapatna Toys Wooden Rattles for Baby/Infants, new born toys ( 0+ Years) - set of 3 pcs - multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,"100% sustainable wooden toy with non-toxic, water-based dyes ,child safe. No batteries, no plastics toy rattle provides tactile, sonic and visual stimulation",438.0,Channapatna Toys,8.474133333333333,6.0844994130751715
REMAINING,"Channapatna Toys Wooden Rattles for Baby/new born babies, Infants ( 0+ Years) - Set of 3 pcs - Multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,439.0,Channapatna Toys,8.474133333333333,6.0867747269123065
REMAINING,Channapatna Toys Wooden Rattles for New Born Babies | Infants | - Pack of 4 pcs - multicolor - Discover Sounds & Develops Sensory Skills,Baby Rattle,Wood,498.0,Channapatna Toys,8.474133333333333,6.212606095751519
REMAINING,"Channapatna Toys Wooden Rattles, Teethers & Shakers for Baby, Infants, New Born Babies Toys (0+ Years) - Set of 13 pcs-Multicolor-Discover Sound",Baby Rattle,Ivory wood (Wrightia tinctoria),1349.0,Channapatna Toys,8.474133333333333,7.2078598714324755
REMAINING,"Channapatna Toys Wooden Rolling Rattle Toy for Baby, Infants, New born babies (3+ Months) Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,378.0,Channapatna Toys,3.0,5.937536205082426
REMAINING,Channapatna Toys Wooden Roly Poly Balancing Doll & Stacking Toy with 5 Rings for Kids ( 1 Years+) - Set of 2 Pcs - Develops curiosity,Baby Rattle,Wood,598.0,Channapatna Toys,8.474133333333333,6.395261598115449
REMAINING,Channapatna Toys Wooden Roly Poly Dancing Duck (Big) for Kids ( 1Years+) - Multicolor - Wobbling Toy Develops Curiosity & Motor Skills,Baby Rattle,Wood,379.0,Channapatna Toys,1.0,5.940171252720432
REMAINING,Channapatna Toys Wooden Roly Poly balancing doll & Stacking Rings Toys for Kids ( 1 Years+) - Set of 2 Pieces - Develops curiosity & Fine motor skill,Baby Rattle,Wood,699.0,Channapatna Toys,8.474133333333333,6.551080335043404
REMAINING,Channapatna Toys Wooden Roly Poly balancing doll & Stacking Toy with 5 Rings for Kids ( 1 Years+) - Set of 2 Pieces - Develops curiosity,Baby Rattle,Wood,648.0,Channapatna Toys,8.474133333333333,6.47543271670409
REMAINING,Channapatna Toys Wooden Roly Poly balancing dolls for Kids ( 1 Years+) - Set of 2 Pieces - Develops curiosity & Fine motor skills,Baby Rattle,Wood,699.0,Channapatna Toys,8.474133333333333,6.551080335043404
REMAINING,Channapatna Toys Wooden Roly Poly balancing dolls for Kids ( 1 Years+) - Set of 3 Pieces - Develops curiosity & Fine motor skills,Baby Rattle,Wood,849.0,Channapatna Toys,8.474133333333333,6.745236349484363
REMAINING,Channapatna Toys Wooden Russian Nesting Dolls Penguin Set for Kids (2 years+) - 6 Inch Multicolor - set of 5 pcs - Improves Hand Eye Coordination,Doll,Wood,638.0,Channapatna Toys,8.474133333333333,6.459904454377535
REMAINING,Channapatna Toys Wooden Russian Nesting Dolls Set for Kids | Stacking Dolls (2 Years+) - Set of 5 pcs,Building Blocks,Wood,649.0,Channapatna Toys,8.474133333333333,6.476972362889683
REMAINING,"Channapatna Toys Wooden Russian Nesting Dolls Set/Stacking Dolls for Kids ( 3 Years+)- set of 4 pcs-Develop Problem Solving & Curiosity, Pretend Play",Open-ended / Pretend Play / Educational Toys,"Wood; Color: Natural Wood, Then there is the classic, ORDERING or SEQUENCING by size. Encourage your kids to put them in order from big to small and small to big.",599.0,Channapatna Toys,8.474133333333333,6.396929655216146
REMAINING,Channapatna Toys Wooden Russian Nesting Dolls Set/Stacking toy for Kids ( 2 Years+) - Set of 5 pcs - 6 Inch Multicolor - Develop Problem Solving,Building Blocks,Wood,599.0,Channapatna Toys,8.474133333333333,6.396929655216146
REMAINING,Channapatna Toys Wooden Russian Nesting Dolls for Kids (2 years+) - 6 Inch Multicolor - Set of 5 pcs - Improves Hand Eye Coordination and Fine Motor,Doll,Wood,599.0,Channapatna Toys,8.474133333333333,6.396929655216146
REMAINING,Channapatna Toys Wooden Spinning Tops - Spindle Top for Kids ( 3 Years+) pack of 1 - Multicolor - Curiosity & Fine Motor Skills | Pambaram,Spinning Top,Wood,309.0,Channapatna Toys,8.474133333333333,5.736572297479192
REMAINING,Channapatna Toys Wooden Spinning Tops Lattu for Kids (3 Years+) - Set of 5 Pcs - Multicolor - Curiosity & Fine Motor Skills,Spinning Top,Wood,539.0,Channapatna Toys,8.474133333333333,6.29156913955832
REMAINING,Channapatna Toys Wooden Spinning Tops Toys & Cup Ball Game for Kids (3 Years+) - Set of 4 Pcs - Multicolor - Curiosity & Fine Motor Skills,Spinning Top,Wood,499.0,Channapatna Toys,8.474133333333333,6.214608098422191
REMAINING,Channapatna Toys Wooden Spinning Tops Toys (3 Years+) - Set of 2 Pcs - Multicolor - Curiosity & Fine Motor Skills | Pambaram | Bongaram | Lattu,Spinning Top,Wood,379.0,Channapatna Toys,8.474133333333333,5.940171252720432
REMAINING,Channapatna Toys Wooden Spinning Tops Toys (3 Years+) - Set of 3 Pcs - Multicolor - Curiosity & Fine Motor Skills | Pambaram | Bongaram | Lattu,Spinning Top,Wood,419.0,Channapatna Toys,8.474133333333333,6.040254711277414
REMAINING,Channapatna Toys Wooden Spinning Tops Toys (3 Years+) - Set of 4 Pcs - Multicolor - Curiosity & Fine Motor Skills | Pambaram | Bongaram | Lattu,Spinning Top,Wood,449.0,Channapatna Toys,8.474133333333333,6.1092475827643655
REMAINING,Channapatna Toys Wooden Spinning Tops Toys Combo (3 Years+) - Combo Set of 3 Pcs - Multicolor - Curiosity & Fine Motor Skills | Pambaram | Bongaram,Spinning Top,Wood,398.0,Channapatna Toys,8.474133333333333,5.988961416889864
REMAINING,Channapatna Toys Wooden Spinning Tops Toys Combo (3 Years+) - Set of 3 Pcs - Multicolor - Curiosity & Fine Motor Skills | Pambaram | Bongaram | Lattu,Spinning Top,Wood,398.0,Channapatna Toys,8.474133333333333,5.988961416889864
REMAINING,Channapatna Toys Wooden Spinning Tops Toys Combo Pack of 10 Toys for Kids (3 Years+) - Lattu Spinning Toy Wood - Multicolor - Curiosity,Spinning Top,Wood,1174.0,Channapatna Toys,8.474133333333333,7.069023426578259
REMAINING,Channapatna Toys Wooden Spinning Tops Toys Combo Pack of 6 Toys for Kids (3 Years+) - Multicolor - Curiosity & Fine Motor Skills,Spinning Top,Wood,499.0,Channapatna Toys,8.474133333333333,6.214608098422191
REMAINING,Channapatna Toys Wooden Spinning Tops Toys Combo Pack of 7 Toys for Kids (3 Years+) - Multicolor - Curiosity & Fine Motor Skills,Spinning Top,Wood,599.0,Channapatna Toys,8.474133333333333,6.396929655216146
REMAINING,Channapatna Toys Wooden Spinning Tops Toys Combo for Kids (3 Years+) - Set of 2 Pcs - Multicolor - Curiosity & Fine Motor Skills | Pambaram |Bongaram,Spinning Top,Wood,379.0,Channapatna Toys,8.474133333333333,5.940171252720432
REMAINING,Channapatna Toys Wooden Spinning Tops Toys for Kids (3 Years+) - Set of 3 Pcs - Multicolor - Curiosity & Fine Motor Skills | Pambaram | Bongaram,Spinning Top,Wood,419.0,Channapatna Toys,8.474133333333333,6.040254711277414
REMAINING,Channapatna Toys Wooden Spinning Tops Toys for Kids (3 Years+) - Set of 3 pcs - Curiosity & Fine Motor Skills | Pambaram | Bongaram | Lattu,Spinning Top,Wood,329.0,Channapatna Toys,8.474133333333333,5.799092654460526
REMAINING,Channapatna Toys Wooden Spinning Tops Toys for Kids (3 Years+) Combo Pack of 4 pcs - Multicolor - Curiosity & Fine Motor Skills | Lattoo with String,Spinning Top,Wood,399.0,Channapatna Toys,8.474133333333333,5.991464547107982
REMAINING,Channapatna Toys Wooden Spinning Tops for Kids (3 Years+) - Set of 3 Pcs - Multicolor - Curiosity & Fine Motor Skills,Spinning Top,Wood,399.0,Channapatna Toys,8.474133333333333,5.991464547107982
REMAINING,Channapatna Toys Wooden Squirrel Roly Poly Toy for Babies & Toddlers (1 Year+) | Handcrafted Wobbling Tumbler Toy Montessori Sensory Toy for Curiosity,Educational Toy,Wood,795.0,Channapatna Toys,1.0,6.679599185844383
REMAINING,"Channapatna Toys Wooden Squirrel Roly Poly Toy for Baby, Toddlers, Kids(1 Year+) Wobbling Tumbler Toy- Develops Curiosity & Motor Skills",Baby Rattle,"Made with wood and colored with non toxic paints. No Batteries, No Plastic",765.0,Channapatna Toys,1.0,6.641182169740591
REMAINING,Channapatna Toys Wooden Stacking Rings Game Toy for Kids with painted numbers - (1 Year+) - 10 rings - Multicolor - pack of 1 - Develop Fine Skills,Educational Toy,Wood,489.0,Channapatna Toys,8.474133333333333,6.194405391104672
REMAINING,Channapatna Toys Wooden Stacking Rings Toy for Kids ( 1.5 Years+) - Multicolor - Develop Hand-Eye Coordination & Fine Motor Skills,Building Blocks,Wood,479.0,Channapatna Toys,1.5,6.173786103901937
REMAINING,Channapatna Toys Wooden Stacking Toy Color Matching 15 Rings & Pull Along Toy Snail for Kids ( 1 Years+) - Set of 2 Pcs - Develops curiosity,Building Blocks,Wood,1099.0,Channapatna Toys,8.474133333333333,7.003065458786462
REMAINING,Channapatna Toys Wooden Tic Tac Toe Board Game | Strategy Game | Party Game | Outdoor & Indoor Game | Perfect for Gift | for Kids and Adults,Art & Craft,Wood,698.0,Channapatna Toys,8.474133333333333,6.54965074223381
REMAINING,"Channapatna Toys Wooden Toy Gift Set for Babies (6+ Months) | Montessori-Inspired Handmade Wooden Car, Rattle & Rainbow Spinning Roly Poly Toy Set",Educational Toy,Wood,999.0,Channapatna Toys,6.0,6.907755278982137
REMAINING,"Channapatna Toys Wooden Toys Gift Set Pack of 11 Toys for Kids, Boys, Girls, Toddlers, Preschool, Infants (1 Years+) - Multicolor",Baby Grasping Toy,Ivory wood (Wrightia tinctoria),2299.0,Channapatna Toys,8.474133333333333,7.7406644019172415
REMAINING,"Channapatna Toys Wooden Train Engine Pull Along Toy for 12 Months & Above Kids,Toddlers,Infant & Preschool Toy-Multicolor, Hand eye coordination",Baby Grasping Toy,Treated and carved by the Soft Ivory wood or called as Alada Mara in Kannada Color : Coated with lacquer which is made from vegetable dyes,399.0,Channapatna Toys,12.0,5.991464547107982
REMAINING,Channapatna Toys Wooden Women Russian Nesting Dolls Set for kids ( 3 Years+) - 6 inch Red - Pack of 5 pcs - Develop Problem Solving & Curiosity,Doll,Wood,616.0,Channapatna Toys,8.474133333333333,6.424869023905388
REMAINING,Channapatna Toys Wooden Xylophone & Jingle bell Rattle toys for kids ( 1 Year+) - 5 nodes - Multicolor - Discover Music | Xylophone Musical Toy,Baby Rattle,Wood,399.0,Channapatna Toys,5.0,5.991464547107982
REMAINING,"Channapatna Toys Wooden christmas santa Roly Poly Toy for Baby, Toddlers, Kids(1 Year+) Wobbling Tumbler Toy- Develops Curiosity & Motor Skills",Baby Rattle,"Made with wood and colored with non toxic paints. No Batteries, No Plastic",799.0,Channapatna Toys,1.0,6.684611727667927
REMAINING,"Channapatna Toys Wooden rattle toys for baby/New-Born Infant Kids - Set of 4 pcs - multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Ivory wood (Wrightia tinctoria),499.0,Channapatna Toys,8.474133333333333,6.214608098422191
REMAINING,"Channapatna Toys Wooden rattle toys for baby/New-Born Infant Kids set of 4 pcs - multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,489.0,Channapatna Toys,8.474133333333333,6.194405391104672
REMAINING,"Channapatna Toys Wooden rattle toys for baby/New-Born Infant Kids set of 4 pcs - multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,499.0,Channapatna Toys,8.474133333333333,6.214608098422191
REMAINING,"Channapatna Toys Wooden rattle toys for new born babies, baby - Sound Making Toys 2 pcs - Discover Sounds",Baby Rattle,Treated and carved by the Soft Ivory wood or called as Alada Mara in Kannada Color : Coated with lacquer which is made from vegetable dyes.,419.0,Channapatna Toys,2.0,6.040254711277414
REMAINING,"Channapatna Toys Wooden rattle toys for new born babies/Infants (0+ years) - set of 2 pcs - multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Ivory wood (Wrightia tinctoria),399.0,Channapatna Toys,8.474133333333333,5.991464547107982
REMAINING,"Channapatna Toys Wooden rattles for Baby/New-born Infant Kids set of 4 pcs - multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Ivory wood (Wrightia tinctoria),489.0,Channapatna Toys,8.474133333333333,6.194405391104672
REMAINING,"Channapatna Toys Wooden rattles toys for Baby/New born Infant Kids set of 4 pcs - multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,499.0,Channapatna Toys,8.474133333333333,6.214608098422191
REMAINING,"Channapatna Toys colorful Wooden rattle toys for baby/New-born Infant Kids set of 4 pcs - multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Ivory wood (Wrightia tinctoria),499.0,Channapatna Toys,8.474133333333333,6.214608098422191
REMAINING,Channapatna Toys wooden handmade key chains Indian Desi Keychains set of 25 pcs Birthday return gifts,Keychain,Wood,1699.0,Channapatna Toys,8.474133333333333,7.438383530044307
REMAINING,"Channapatna Toys wooden rattles for baby/Infants ( 0+ Years) - set of 3 pcs - multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,469.0,Channapatna Toys,8.474133333333333,6.152732694704104
REMAINING,"Channapatna Toys wooden rattles toys for Baby/Infants, new born ( 0+ Years) - set of 3 pcs - multicolor - Discover Sounds, Develops Sensory Skills",Baby Rattle,"100% sustainable wooden toy with non-toxic, water-based dyes ,child safe. No batteries, no plasticn toy rattle provides tactile, sonic and visual stimulation",439.0,Channapatna Toys,8.474133333333333,6.0867747269123065
REMAINING,Channapatna Traditional Wooden Cooking / Kitchen Toys Play Set (Choppu Jaman) – 14 Pieces,Kitchen / Storage,Wood,679.0,Channapatna Toys,14.0,6.522092798170152
REMAINING,"Channapatna Wooden Baby Rattle and Teether, Natural Beech Wood, 0-12 Months, Handcrafted in India, GI tagged and ODOP certified",Baby Rattle,Wood,399.0,Channapatna Toys,12.0,5.991464547107982
REMAINING,"Channapatna Wooden Christmas Figurine Baubles, Wooden Christmas Ornaments, Set of 4",Home Decor,Wood,499.0,Channapatna Toys,8.474133333333333,6.214608098422191
REMAINING,Channapatna Wooden Couple Dolls for Kids & Home Decor | Handmade Traditional Indian Peg Dolls | Eco-Friendly Natural Handcrafted Cultural Figurines,Open-ended / Pretend Play / Educational Toys,Wood,499.0,Channapatna Toys,8.474133333333333,6.214608098422191
REMAINING,"Channapatna Wooden Cup & Ball Toy | Traditional Skill Game for Focus, Stress Relief Toy | Montessori Eco-Friendly Wooden Toy for Kids",Educational Toy,Wood,399.0,Channapatna Toys,8.474133333333333,5.991464547107982
REMAINING,"Channapatna Wooden Decorative Dolls, Traditional Indian Art, Hand-Painted Figurines, Set of 2",Art & Craft,"Crafted from locally sourced wood with safe, non-toxic lacquer colours, making them perfect as decorative pieces",499.0,Channapatna Toys,8.474133333333333,6.214608098422191
REMAINING,"Channapatna Wooden Doll – Handcrafted Traditional Karnataka Figurine | Eco-Friendly, Non-Toxic Decorative Toy | Indian Folk Art by Meeran Art & Crafts",Art & Craft,Wood,799.0,Channapatna Toys,8.474133333333333,6.684611727667927
REMAINING,"Channapatna Wooden Doll, Indian, Traditional Karnataka Folk Art Figurine, Handcrafted Decorative Collectible, Eco-Friendly, Non-Toxic Decorative Toy",Art & Craft,Wood,799.0,Channapatna Toys,8.474133333333333,6.684611727667927
REMAINING,Channapatna Wooden Family Peg Dolls Set of 6 | Montessori Open-Ended Pretend Play Toys for Kids | Handcrafted & Non-Toxic Learning Toy | 3+ Years,Educational Toy,Wood,679.0,Channapatna Toys,8.474133333333333,6.522092798170152
