section,product_name,category,material,price,platform,size_numeric,log_price
REMAINING,"Channapatna Toys Peg Dolls Wedding Guest/Peg Dolls Wooden ( 2Years+) - Pretend Play, Open Ended Toys, Waldorf Inspired, Sustainable, Eco-Friendly",Open-ended / Pretend Play / Educational Toys,Treated and carved by the Soft Ivory wood or called as Alada Mara in Kannada Color : Coated with lacquer which is made from vegetable dyes,329.0,Channapatna Toys,2.0,5.799092654460526
REMAINING,Channapatna Toys Peg Dolls Wooden Doctors Family Pretend Play Figurines - Colorful Diverse Natural Toys for kids (2 Years+) Pack of 4 pcs,Open-ended / Pretend Play / Educational Toys,Wood,449.0,Channapatna Toys,8.474133333333333,6.1092475827643655
REMAINING,Channapatna Toys Peg Dolls Wooden Essential Workers Pretend Play Figurines - Colorful Diverse Natural Toys | Organic Handmade Play Kit for Kids,Open-ended / Pretend Play / Educational Toys,Wood,539.0,Channapatna Toys,8.474133333333333,6.29156913955832
REMAINING,Channapatna Toys Peg Dolls Wooden Painted Superheroes Set Pretend Play Figurines - Colorful Diverse Natural Toys | Organic Handmade Play Kit for Kids,Open-ended / Pretend Play / Educational Toys,Wood,479.0,Channapatna Toys,8.474133333333333,6.173786103901937
REMAINING,"Channapatna Toys Premium Beechwood Rattle Toys for Baby/New-Born Infant Kids Set of 5 pcs - Discover Sounds, Natural Wood Color",Baby Rattle,Ivory wood (Wrightia tinctoria),999.0,Channapatna Toys,8.474133333333333,6.907755278982137
REMAINING,"Channapatna Toys Premium Pull Along Toy Wooden Bee for 12 Months + Kids, Toddlers, Infant & Preschool Toys - Multicolor - with Attached String",Baby Grasping Toy,Wood,599.0,Channapatna Toys,12.0,6.396929655216146
REMAINING,"Channapatna Toys Premium Pull Along Toy Wooden Elephant for Toddlers, Infant & Preschool Toys - Multicolor - with Attached String- Encourage Walking",Animal Toy,Hale wood,489.0,Channapatna Toys,8.474133333333333,6.194405391104672
REMAINING,"Channapatna Toys Premium Pull Along Toy Wooden Ladybird for 12 Months + Kids, Toddlers, Infant & Preschool Toys - Multicolor - with Attached String",Animal Toy,Wood,599.0,Channapatna Toys,12.0,6.396929655216146
REMAINING,"Channapatna Toys Premium Pull Along Toy Wooden Turtle for 12 Months + Kids, Toddlers, Infant & Preschool Toys - Multicolor - with Attached String",Baby Grasping Toy,Wood,599.0,Channapatna Toys,12.0,6.396929655216146
REMAINING,Channapatna Toys Premium Pull Along Toy – Handcrafted Wooden Toy,Art & Craft,Wood,649.0,Channapatna Toys,8.474133333333333,6.476972362889683
REMAINING,"Channapatna Toys Premium Wooden Baby Toys Combo, 100% Natural Beech Wood Teethers, Montessori, Non-Toxic Rattles, Early Education Skills, Handcrafted",Educational Toy,Ivory wood (Wrightia tinctoria),699.0,Channapatna Toys,100.0,6.551080335043404
REMAINING,"Channapatna Toys Pull Along Toy Wooden Aero plane & Caterpillar Combo Toys for 1 Year & Above Kids, Toddlers, Infant & Preschool Toys - Set of 2 pcs",Baby Grasping Toy,Wood,598.0,Channapatna Toys,8.474133333333333,6.395261598115449
REMAINING,"Channapatna Toys Pull Along Toy Wooden Aero plane & Racing Car Combo Toys for 1 Year & Above Kids, Toddlers, Infant & Preschool Toys",Baby Grasping Toy,Wood,598.0,Channapatna Toys,1.0,6.395261598115449
REMAINING,"Channapatna Toys Pull Along Toy Wooden Aero plane & Tractor Engine Combo Toys for 1 Year + Kids, Toddlers, Infant & Preschool Toys - Set of 2 pcs",Baby Grasping Toy,Wood,598.0,Channapatna Toys,8.474133333333333,6.395261598115449
REMAINING,"Channapatna Toys Pull Along Toy Wooden Aero plane, Racing Car & Snail Combo Toys for 1 Year + Kids, Toddlers, Infant & Preschool Toys - Set of 3 pcs",Baby Grasping Toy,Wood,798.0,Channapatna Toys,8.474133333333333,6.683360945766275
REMAINING,"Channapatna Toys Pull Along Toy Wooden Bunny for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys- Natural Wood Color- Pack of 1",Baby Grasping Toy,Natural Wood,399.0,Channapatna Toys,8.474133333333333,5.991464547107982
REMAINING,"Channapatna Toys Pull Along Toy Wooden Caterpillar & Aero plane Combo Toys for 1 Year + Kids,Toddlers,Infant & Preschool Toys-Set of 2 pcs-Multicolor",Baby Grasping Toy,Wood,599.0,Channapatna Toys,8.474133333333333,6.396929655216146
REMAINING,"Channapatna Toys Pull Along Toy Wooden Caterpillar & Race Car Combo Toys 1Year + Kids, Toddlers, Infant & Preschool Toys - Set of 2 pcs- Multicolor",Baby Grasping Toy,Wood,598.0,Channapatna Toys,8.474133333333333,6.395261598115449
REMAINING,"Channapatna Toys Pull Along Toy Wooden Caterpillar for 1 Year + Kids, Toddlers, Infant & Preschool Toys - Multicolor-with Attached String- Encourage",Baby Grasping Toy,Wood,398.0,Channapatna Toys,1.0,5.988961416889864
REMAINING,"Channapatna Toys Pull Along Toy Wooden Drumming Bunny for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys",Baby Grasping Toy,Wood,549.0,Channapatna Toys,12.0,6.309918278226516
REMAINING,"Channapatna Toys Pull Along Toy Wooden Tractor & Aero plane Combo Toys for 1 Year & Above Kids, Toddlers, Infant & Preschool Toys - Set of 2 pcs",Baby Grasping Toy,Wood,659.0,Channapatna Toys,8.474133333333333,6.492239835020471
REMAINING,"Channapatna Toys Pull Along Toy Wooden Tractor & Caterpillar Combo Toys for 1 Year + Kids, Toddlers, Infant & Preschool Toys - Set of 2 pc-Multicolor",Baby Grasping Toy,Wood,698.0,Channapatna Toys,8.474133333333333,6.54965074223381
REMAINING,"Channapatna Toys Pull Along Toy Wooden Tractor & Caterpillar Combo Toys for 1 Year + Kids, Toddlers, Infant & Preschool Toys - Set of 2 pcs",Baby Grasping Toy,Wood,598.0,Channapatna Toys,8.474133333333333,6.395261598115449
REMAINING,"Channapatna Toys Pull Along Toy Wooden Train & Caterpillar for 1 Year & Above Kids, Toddlers, Infant & Preschool Toys - Set of 2 pcs- Multicolor",Baby Grasping Toy,Wood,699.0,Channapatna Toys,8.474133333333333,6.551080335043404
REMAINING,"Channapatna Toys Pull Along Toy Wooden Train & Snail Toys for 1 Year + Kids, Toddlers, Infant & Preschool Toys - Set of 2 pcs- Multicolor",Baby Grasping Toy,Wood,849.0,Channapatna Toys,8.474133333333333,6.745236349484363
REMAINING,"Channapatna Toys Pull Along Toy Wooden Train & Tractor for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys - Set of 2 pcs- Multicolor",Baby Grasping Toy,Wood,729.0,Channapatna Toys,8.474133333333333,6.593044534142437
REMAINING,"Channapatna Toys Pull Along Toy Wooden Train Set with Animals Peg Dolls for Kids, Toddlers, Infant & Preschool Toys - with Attached String",Open-ended / Pretend Play / Educational Toys,Made in India from wood using non-toxic lead free paints thus making it durable and safe for your child.,1199.0,Channapatna Toys,8.474133333333333,7.090076835776092
REMAINING,"Channapatna Toys Pull Along Toy Wooden Train for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys - Multicolor - with Attached String",Baby Grasping Toy,Wood,479.0,Channapatna Toys,12.0,6.173786103901937
REMAINING,"Channapatna Toys Pull Along Toys Wooden Train & Aeroplane for 1 Year + Kids, Toddlers, Infant & Preschool Toys - Set of 2 pcs- Multicolor",Baby Grasping Toy,Wood,699.0,Channapatna Toys,8.474133333333333,6.551080335043404
REMAINING,"Channapatna Toys Push & Pull Along Toy Wooden Tractor with Trolley for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys - Multicolor",Baby Grasping Toy,Treated and carved by the Soft Ivory wood or called as Alada Mara in Kannada Color : Coated with lacquer which is made from vegetable dyes,749.0,Channapatna Toys,12.0,6.620073206530356
REMAINING,"Channapatna Toys Push & Pull Toys Wooden Scooter & Racing Car for Toddlers, Kids, Infants Preschool Toys ( 1 Year+) - Develop Hand Eye Coordination",Baby Grasping Toy,Wood,1098.0,Channapatna Toys,1.0,7.002155954403621
REMAINING,"Channapatna Toys Traditional Indian Toy Set Raja & Rani Wooden Dolls Non Toxic Colors ( 2 Years+) - Set of 2 Dolls | Pretend Play, Open Ended Toys",Open-ended / Pretend Play / Educational Toys,Wood,699.0,Channapatna Toys,8.474133333333333,6.551080335043404
REMAINING,Channapatna Toys Traditional Wooden Cooking Set/Kitchen play set (3 Years+) - Multicolor - 9 Pieces Toy Set - Pretend & Play Toy | Wooden Kitchen Set,Kitchen / Storage,Wood,429.0,Channapatna Toys,9.0,6.063785208687608
REMAINING,"Channapatna Toys Traditional Wooden Cooking/Kitchen Play Set Premium (3Years+)-multicolor-16 Pieces Toy Set-Pretend & Play Toys,Improves Coordination",Kitchen / Storage,Wood,829.0,Channapatna Toys,16.0,6.721425700790643
REMAINING,"Channapatna Toys Traditional Wooden Cooking/Kitchen Play Set Premium (3Years+)-multicolor-17 Pieces Toy Set-Pretend & Play Toys, Improves Coordination",Kitchen / Storage,Wood,1099.0,Channapatna Toys,17.0,7.003065458786462
REMAINING,"Channapatna Toys Traditional Wooden Cooking/Kitchen Toys Play Set for Kids, Girls (3 Years+) - Multicolor - 9 Pieces Toy Set - Pretend & Play Toy",Kitchen / Storage,Wood; Color: Natural Wood,429.0,Channapatna Toys,9.0,6.063785208687608
REMAINING,"Channapatna Toys Traditional Wooden Cooking/Kitchen toy play set for kids, girls & boys (2 Years+)-multicolor-16 Pieces Toy Set-Pretend & Play Toy",Kitchen / Storage,Wood,829.0,Channapatna Toys,16.0,6.721425700790643
REMAINING,"Channapatna Toys Traditional Wooden Cooking/Kitchen toy playset for kids, girls & boys ( 2 Years+)-14 Pieces Toy Set - Multicolor-Pretend & Play Toy",Kitchen / Storage,"Wooden, MULTI Colour, Kitchen play set for girls",649.0,Channapatna Toys,14.0,6.476972362889683
REMAINING,"Channapatna Toys Traditional Wooden Cooking/Kitchen toy playset for kids, girls & boys ( 2 Years+)-16 Pieces Toy Set - Multicolor-Pretend & Play Toy,",Kitchen / Storage,"Wooden, MULTI Colour, Kitchen play set for girls",709.0,Channapatna Toys,16.0,6.565264970035361
REMAINING,Channapatna Toys Unpainted Wooden Russian Nesting Dolls/Stacking Toy for Kids ( 2 Years+) - Set of 5 pcs - 6 Inch Wood Color- Develop Problem Solving,Building Blocks,Wood,479.0,Channapatna Toys,8.474133333333333,6.173786103901937
REMAINING,Channapatna Toys Walk-A-Long Pull Along Toy Wooden Bullock Cart for 12 Months & Above Kids,Art & Craft,Wood,599.0,Channapatna Toys,12.0,6.396929655216146
REMAINING,"Channapatna Toys Walk-A-Long Pull Along Toy Wooden Caterpillar for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys - Multicolor",Baby Grasping Toy,Wood,398.0,Channapatna Toys,12.0,5.988961416889864
REMAINING,"Channapatna Toys Walk-A-Long Puppy & Rabbit Wooden Pull Along Toys for 1 Year & Above Kids, Toddlers, Infant & Preschool Toys - Set of 2-with String",Baby Grasping Toy,Wood,699.0,Channapatna Toys,8.474133333333333,6.551080335043404
REMAINING,"Channapatna Toys Walk-A-Long Wooden Pull Along Toy Snail for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys with Attached String",Baby Grasping Toy,Wood,459.0,Channapatna Toys,12.0,6.131226489483141
REMAINING,"Channapatna Toys Wooden Aeroplane Toy Vehicle Push & Pull Along Toy for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys - Pack of 1",Baby Grasping Toy,Wood,349.0,Channapatna Toys,8.474133333333333,5.857933154483459
REMAINING,"Channapatna Toys Wooden Baby Rattle Toy for infants/newborn babies (0+Years)-Shaker Drum Baby Rattle 2 pcs-Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,399.0,Channapatna Toys,2.0,5.991464547107982
REMAINING,"Channapatna Toys Wooden Baby Rattle Toys for infants/new born babies (0+ Years) - Hand Rattle set of 2 pcs - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,449.0,Channapatna Toys,8.474133333333333,6.1092475827643655
REMAINING,"Channapatna Toys Wooden Baby Rattle Toys for infants/new born babies (0+ Years)-Jingle Bell & Face Rattle set of 2pcs-Discover Sounds, Sensory Skills",Baby Rattle,Wood,379.0,Channapatna Toys,8.474133333333333,5.940171252720432
REMAINING,"Channapatna Toys Wooden Baby Rattles ( 0+ years) - Set of 2 pcs - Multicolor - Develops Sensory Skills, Discover Sounds | Loud Sound Making Toys 2 Pc",Baby Rattle,Wood,429.0,Channapatna Toys,8.474133333333333,6.063785208687608
REMAINING,"Channapatna Toys Wooden Baby Rattles Toys for Infants, Babies ( 0+ Years) -Set of 5- Multi color - Discover Sounds, Develops Sensory Skills",Baby Rattle,Wood,689.0,Channapatna Toys,8.474133333333333,6.536691597591305
REMAINING,"Channapatna Toys Wooden Baby Rattles for New Born Babies ( 0+ years) - Set of 2 pcs - Multicolor - Develops Sensory Skills, Discover Sounds",Baby Rattle,Wood,398.0,Channapatna Toys,8.474133333333333,5.988961416889864
REMAINING,Channapatna Toys Wooden Bear Stacking Toy for Kids ( 1.5 Years+) - Multicolor,Building Blocks,Wood,389.0,Channapatna Toys,1.5,5.966146739123692
REMAINING,"Channapatna Toys Wooden Bird Whistle Toy, Spinner & Spinning Tops for Kids (2 Year+) - Set of 4 pcs Discover Sounds",Animal Toy,Wood,449.0,Channapatna Toys,8.474133333333333,6.1092475827643655
REMAINING,Channapatna Toys Wooden Bird Whistle Toys for Kids ( 1 Year+) - Set of 3 pcs - Multicolor - Discover Sounds,Animal Toy,Wood,459.0,Channapatna Toys,8.474133333333333,6.131226489483141
REMAINING,Channapatna Toys Wooden Bird Whistle Toys for Kids ( 1 Year+) - Set of 4 pcs - Multicolor - Discover Sounds,Animal Toy,Wood,499.0,Channapatna Toys,8.474133333333333,6.214608098422191
REMAINING,Channapatna Toys Wooden Bird Whistle toy for kids ( 1 Year+) - Set of 2 pcs - Multicolor - Discover Sounds,Animal Toy,Wood,349.0,Channapatna Toys,8.474133333333333,5.857933154483459
REMAINING,Channapatna Toys Wooden Bird Whistle toy for kids ( 1 Year+) - Set of 6 pcs - Multicolor - Discover Sounds,Animal Toy,Wood,669.0,Channapatna Toys,8.474133333333333,6.507277712385012
REMAINING,Channapatna Toys Wooden Blocks Set Wooden Toy Building and Stacking Counting Adding Subtracting Multiplication Indoor Game,Educational Toy,Wood,399.0,Channapatna Toys,8.474133333333333,5.991464547107982
REMAINING,Channapatna Toys Wooden Bowling Game Set for Kids with 6 Pins (2 Years+) Indoor Games & Outdoor Fun Learning Toy for Kids,Educational Toy,Wood,749.0,Channapatna Toys,6.0,6.620073206530356
REMAINING,"Channapatna Toys Wooden Bowling Pins Game & Spinning Tops Toys Set for Kids (2 Years+) - Non Toxic Colors, Indoor & Outdoor Game, Fun Learning Toy",Educational Toy,Wood,999.0,Channapatna Toys,2.0,6.907755278982137
REMAINING,"Channapatna Toys Wooden Bowling Pins Game, Roly Poly Toy & Spinning Tops Set for Kids (2 Years+) - Non Toxic Colors, Fun Learning Toys for Kids",Educational Toy,Wood,1499.0,Channapatna Toys,2.0,7.313220387090301
REMAINING,"Channapatna Toys Wooden Bowling Pins Toy Colorful Set for Kids (2 Years+) - Non Toxic Colors, Indoor & Outdoor Game, Fun Learning Toy for Kids",Educational Toy,Wood,799.0,Channapatna Toys,2.0,6.684611727667927
REMAINING,"Channapatna Toys Wooden Bowling Pins Toy Set for Kids (2 Years+) - Non Toxic Colors, Indoor & Outdoor Game, Fun Learning Toy for Kids",Educational Toy,Wood,849.0,Channapatna Toys,2.0,6.745236349484363
REMAINING,"Channapatna Toys Wooden Bull Pull Along Animal Toy for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys - Pack of 1 - Multicolor",Animal Toy,Wood; Color: Natural Wood,499.0,Channapatna Toys,8.474133333333333,6.214608098422191
REMAINING,Channapatna Toys Wooden Calculation Shelf + Xylophone Musical Toy (Combo) Abacus Counting Building and Stacking Maths Learning Instrument for Kids 3+,Educational Toy,Wood,798.0,Channapatna Toys,3.0,6.683360945766275
REMAINING,Channapatna Toys Wooden Calculation Shelf | Abacus Kit for Kids 3+ Years | Counting Addition Subtraction Math's Learning Early Educational Kit,Educational Toy,Wood,568.0,Channapatna Toys,3.0,6.343880434126331
REMAINING,Channapatna Toys Wooden Chinese Checkers Hexagon Board with Wooden Marbles Board Games Superb Game Perfect Adults and Kids Gift Fun Toys 3+ Years,Board Game,Wood,698.0,Channapatna Toys,3.0,6.54965074223381
REMAINING,Channapatna Toys Wooden Christmas Peg Dolls Family Pretend Play Figurines - Colorful Diverse Natural Toys | Organic Handmade Play Kit,Open-ended / Pretend Play / Educational Toys,Wood,549.0,Channapatna Toys,8.474133333333333,6.309918278226516
REMAINING,"Channapatna Toys Wooden Colourful Rainbow Roly Poly Toy for Baby, Toddlers, Kids(1 Year+) Wobbling Tumbler Toy | GI Tag Toy and ODOP Certified",Baby Rattle,"Made with wood and colored with non toxic paints. No Batteries, No Plastic",549.0,Channapatna Toys,1.0,6.309918278226516
REMAINING,"Channapatna Toys Wooden Colourful Roly Poly Tumbler Toy for Baby, Toddlers, Kids(1 Year+) -8 Inches Wobbling Toy - Develops Curiosity & Motor Skills",Baby Rattle,"Made with wood and colored with non toxic paints. No Batteries, No Plastic",549.0,Channapatna Toys,20.32,6.309918278226516
REMAINING,"Channapatna Toys Wooden Colourful Roly Poly Tumbler Toy for Baby, Toddlers, Kids(1 Year+) Wobbling Toy- Develops Curiosity & Motor Skills",Baby Rattle,"Made with wood and colored with non toxic paints. No Batteries, No Plastic",379.0,Channapatna Toys,1.0,5.940171252720432
REMAINING,Channapatna Toys Wooden Cradle Toy Pretend Play for Kids 3+ Years | GI Tagged and ODOP Certified,Open-ended / Pretend Play / Educational Toys,Wood,799.0,Channapatna Toys,3.0,6.684611727667927
REMAINING,Channapatna Toys Wooden Cup and Ball Balancing and Rattle toy for kids (1 Year+) red & green- pack of 2 pcs- Develop Hand-Eye Coordination,Baby Rattle,Wood,399.0,Channapatna Toys,8.474133333333333,5.991464547107982
REMAINING,"Channapatna Toys Wooden Cute Colorful Pink Monkey for Kids ( 1 Years+) - multicolor - Pretend play, open ended toys",Open-ended / Pretend Play / Educational Toys,Wood,399.0,Channapatna Toys,1.0,5.991464547107982
REMAINING,"Channapatna Toys Wooden Cute Monkey/Hanging monkey for kids ( 2 Years+) pack of 1 - Pretend play Toy for kids, Improves Childs Imagination",Open-ended / Pretend Play / Educational Toys,Wood,649.0,Channapatna Toys,8.474133333333333,6.476972362889683
REMAINING,"Channapatna Toys Wooden Damru Rattle Toys for Baby, Infants, New Born Babies (0+ Years) - Multicolor - Set of 2 pcs - Discover Sounds",Baby Rattle,Ivory wood (Wrightia tinctoria),429.0,Channapatna Toys,8.474133333333333,6.063785208687608
REMAINING,"Channapatna Toys Wooden Dumbbells Rattle Toys for New born Babies, Baby - Sound Making Toys Pack of 2 pcs - Discover Sounds",Baby Rattle,Wood,379.0,Channapatna Toys,8.474133333333333,5.940171252720432
REMAINING,Channapatna Toys Wooden Egg Shakers Rattles Set of 2 - Colourful Musical Instrument Rattle Toy for Baby and Kids (0-3 Years) - Non-Toxic Colors,Baby Rattle,Wood,479.0,Channapatna Toys,8.474133333333333,6.173786103901937
REMAINING,"Channapatna Toys Wooden Egg Shakers, Set of 2 - Colourful Musical Instrument Rattle Toy for Baby and Kids (0-3 Years) - Non-Toxic, Hold and Shake Toy",Baby Rattle,Wood,449.0,Channapatna Toys,8.474133333333333,6.1092475827643655
REMAINING,"Channapatna Toys Wooden Egg Shakers, Set of 2N- Colourful Musical Instrument Rattle Toy for Baby and Kids (0-3 Years) - Non-Toxic, Hold and Shake Toy",Baby Rattle,Wood,439.0,Channapatna Toys,8.474133333333333,6.0867747269123065
REMAINING,Channapatna Toys Wooden Family Russian Nesting Dolls Set for Kids (2 years+) - 6 Inch Multicolor - set of 5 pcs - Improves Hand-Eye Coordinations,Doll,Wood,639.0,Channapatna Toys,8.474133333333333,6.461468176353717
REMAINING,Channapatna Toys Wooden Farmer Couple Dolls Toys for Kids (3 Years+) 8 inch Multi Color- Set of 2 pcs - Learning The Professions,Educational Toy,Wood,799.0,Channapatna Toys,8.474133333333333,6.684611727667927
REMAINING,"Channapatna Toys Wooden Formula Racing Car Pull Push Along Toy for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys - multicolor - Hand-eye",Baby Grasping Toy,Wood,479.0,Channapatna Toys,12.0,6.173786103901937
REMAINING,"Channapatna Toys Wooden Geometric Shape Sorter & Stacking Toddler Toys, Autism Toys for Brain Development, Preschool Educational Puzzle Toys",Educational Toy,Wood,579.0,Channapatna Toys,8.474133333333333,6.363028103540465
REMAINING,"Channapatna Toys Wooden Geometric Shape Sorter & Stacking Train Toddler Toys, Autism Toys for Brain Development, Preschool Educational Puzzle Toys",Educational Toy,Wood,689.0,Channapatna Toys,8.474133333333333,6.536691597591305
REMAINING,Channapatna Toys Wooden Giant Wheel/Ferris Wheel Toy for Kids ( 1 Years+) - pack of 1-Multicolor|Sensory & Fine Motor Skills | Encourages Curiosity,Activity Toy,Wood,989.0,Channapatna Toys,8.474133333333333,6.897704943128636
REMAINING,Channapatna Toys Wooden Hammer Ball Knock Pounding Bench with Box Case Fine Motor and Dexterity Skills Early Educational Montessori Activity Toys,Educational Toy,Wood,548.0,Channapatna Toys,8.474133333333333,6.3080984415095305
REMAINING,Channapatna Toys Wooden Indian Female Police Doll for kids (3 Years+) 9 inch khaki color-- Learning the professions,Educational Toy,Wood,398.0,Channapatna Toys,22.86,5.988961416889864
REMAINING,Channapatna Toys Wooden Indian Male Police Doll for kids (3 Years+) 9 inch khaki color - Learning the professions,Educational Toy,Wood,428.0,Channapatna Toys,22.86,6.061456918928017
REMAINING,"Channapatna Toys Wooden Kitchen Dollhouse Furniture Set for Kids (2 Years+)- Natural Wood color -Pack of 1 - pretend play, open ended toys",Open-ended / Pretend Play / Educational Toys,Natural Wood,698.0,Channapatna Toys,8.474133333333333,6.54965074223381
REMAINING,Channapatna Toys Wooden Kitchen Set Toy Natural Cooking Sets Pretend Play Toys for Little Boys and Girls and Kids Age 3+ (Premium),Open-ended / Pretend Play / Educational Toys,Wood,1799.0,Channapatna Toys,3.0,7.495541943884256
REMAINING,"Channapatna Toys Wooden Maraca - Colourful Musical Instrument Rattle Toy for Baby and Kids (0-3 Years) - Non-Toxic, Hold and Shake Toy",Baby Rattle,Wood,299.0,Channapatna Toys,3.0,5.703782474656201
REMAINING,"Channapatna Toys Wooden Maracas, Set of 2 - Colourful Musical Instrument Rattle Toy for Baby and Kids (0-3 Years) - Non-Toxic, Hold and Shake Toy",Baby Rattle,Wood,379.0,Channapatna Toys,8.474133333333333,5.940171252720432
REMAINING,"Channapatna Toys Wooden Maracas, Set of 2 - Colourful Musical Instrument Rattle Toy for Baby and Kids (0-3 Years) - Non-Toxic, Hold and Shake Toy -",Baby Rattle,Ivory wood (Wrightia tinctoria),419.0,Channapatna Toys,8.474133333333333,6.040254711277414
REMAINING,Channapatna Toys Wooden Marble Slider Toy (4 Marbles) | Smiling Cartoon Themed Best Family Game Adults | STEM Early Educational Toys | Kids 3 + Years,Educational Toy,Wood,499.0,Channapatna Toys,4.0,6.214608098422191
REMAINING,Channapatna Toys Wooden Matryoshka Russian Nesting Dolls Set Indian Women for Kids (2 years+) - 6 Inch Multicolor - set of 5 pcs - Improves Hand Eye,Doll,Wood,616.0,Channapatna Toys,8.474133333333333,6.424869023905388
REMAINING,"Channapatna Toys Wooden Monkey for Kids ( 1 Years+) - Multicolor - pretend play toy, open ended toys",Open-ended / Pretend Play / Educational Toys,Wood,549.0,Channapatna Toys,1.0,6.309918278226516
REMAINING,"Channapatna Toys Wooden Montessori Maraca Rattles & Neem Wood Teethers, Bird Whistle Set of 5 - Colourful Rattle Toy for Baby and Kids (0-3 Years)",Educational Toy,Wood,549.0,Channapatna Toys,8.474133333333333,6.309918278226516
REMAINING,"Channapatna Toys Wooden Montessori Maraca Rattles & Neem Wood Teethers, Bird Whistle Set of 7 - Colourful Rattle Toy for Baby and Kids (0-3 Years)",Educational Toy,Wood,699.0,Channapatna Toys,8.474133333333333,6.551080335043404
REMAINING,Channapatna Toys Wooden Montessori Maraca Rattles & Xylophone Set of 5 - Handcrafted Non-Toxic Baby Rattles Toys for Baby and Kids (0-3 Years),Educational Toy,Ivory wood (Wrightia tinctoria),569.0,Channapatna Toys,8.474133333333333,6.345636360828596
REMAINING,Channapatna Toys Wooden Montessori Maraca Rattles & Xylophone Set of 7 - Colourful Rattle Toy for Baby and Kids (0-3 Years),Educational Toy,Ivory wood (Wrightia tinctoria),969.0,Channapatna Toys,8.474133333333333,6.877296071497429
REMAINING,Channapatna Toys Wooden Montessori Musical Maraca Rattles & Xylophone Set of 7 - Colourful Rattle Toy for Baby and Kids (0-3 Years),Educational Toy,Wood,1099.0,Channapatna Toys,8.474133333333333,7.003065458786462
REMAINING,Channapatna Toys Wooden Nativity Christmas Peg Dolls Family Set Pretend Play Figurines Colorful Diverse Natural Toys Organic Handmade Pack of 3 pcs,Open-ended / Pretend Play / Educational Toys,Wood,380.0,Channapatna Toys,8.474133333333333,5.942799375126701
REMAINING,Channapatna Toys Wooden Panda Russian Nesting Dolls Set for Kids (2 years+) - 6 Inch Multicolor - set of 5 pcs - Improves Hand Eye Coordination,Doll,Wood,599.0,Channapatna Toys,8.474133333333333,6.396929655216146
REMAINING,"Channapatna Toys Wooden Peg Dolls North Indian Couples Non Toxic Colors ( 2 Years+) - Set of 4 Wooden Dolls | Pretend Play, Open Ended Toys",Open-ended / Pretend Play / Educational Toys,Wood,549.0,Channapatna Toys,8.474133333333333,6.309918278226516
REMAINING,"Channapatna Toys Wooden Peg Dolls South Indian Couples Non Toxic Colors ( 2 Years+) - Set of 6 Wooden Dolls | Pretend Play, Open Ended Toys",Open-ended / Pretend Play / Educational Toys,Wood,669.0,Channapatna Toys,8.474133333333333,6.507277712385012
REMAINING,"Channapatna Toys Wooden Peg Dolls Wedding couple for Kids ( 2 Years+) - Multicolor, Pretend Play, Open Ended Toys, Waldorf Inspired",Open-ended / Pretend Play / Educational Toys,Treated and carved by the Soft Ivory wood or called as Alada Mara in Kannada Color : Coated with lacquer which is made from vegetable dyes,329.0,Channapatna Toys,2.0,5.799092654460526
REMAINING,"Channapatna Toys Wooden Penguin Bowling Pins Toy Set for Kids (2 Years+) - Non Toxic Colors, Indoor & Outdoor Game, Fun Learning Toy for Kids",Educational Toy,Wood,759.0,Channapatna Toys,2.0,6.633318433280377
REMAINING,Channapatna Toys Wooden Penguin Roly Poly Toy for Babies & Toddlers (1 Year+) | Handcrafted Wobbling Tumbler Toy |Montessori Sensory Toy for Curiosity,Educational Toy,Wood,795.0,Channapatna Toys,1.0,6.679599185844383
REMAINING,"Channapatna Toys Wooden Pull Along Bunny Toy, Natural Wood Colour, for Toddlers & Kids 12 Months & Above",Art & Craft,Natural Wood,449.0,Channapatna Toys,12.0,6.1092475827643655
REMAINING,"Channapatna Toys Wooden Pull Along Racing Car Toy for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys - Multicolor - Develops curiosity",Baby Grasping Toy,Wood,349.0,Channapatna Toys,12.0,5.857933154483459
REMAINING,"Channapatna Toys Wooden Pull Along Toy Puppy for 1 Year + Kids, Toddlers, Infants & Preschool Toys - Natural Wood Color",Baby Grasping Toy,Natural Wood,399.0,Channapatna Toys,1.0,5.991464547107982
REMAINING,"Channapatna Toys Wooden Pull Along Toy Snail for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys with Attached String - Set of 2 pcs",Baby Grasping Toy,Wood,899.0,Channapatna Toys,8.474133333333333,6.802394763324311
REMAINING,"Channapatna Toys Wooden Pull Along Toy Snail for 12 Months & Above Kids, Toddlers, Infant & Preschool Toys with Attached String - Set of 3 pcs",Baby Grasping Toy,Wood,999.0,Channapatna Toys,8.474133333333333,6.907755278982137
