price
1349.0
106.0
2497.0
296.0
298.0
4990.0
4791.0
1999.0
399.0
7078.0
751.0
599.0
1490.0
2597.0
635.0
4149.0
3990.0
12072.0
199.0
1999.0
2342.0
98.0
306.0
1898.53
399.0
2198.0
599.0
110.0
3500.0
3300.0
3721.0
2685.0
1990.0
166.0
1725.0
10757.0
171.0
4884.0
8717.0
2999.0
799.0
5751.0
589.0
308.0
2449.0
619.0
1999.0
12311.0
1726.0
898.0
4007.0
249.0
2399.0
1380.0
1274.0
23088.0
1295.0
5351.37
3300.0
1822.0
2579.0
4945.0
545.0
1849.0
1099.0
2449.0
699.0
192.0
37815.0
4026.0
799.0
418.0
245.0
6880.0
4928.0
3300.0
843.0
175.0
440.0
2516.99
3268.0
7480.0
911.0
2563.0
4149.0
699.0
4055.0
117.0
14179.0
161.0
999.0
599.0
189.0
189.0
380.0
2524.67
399.0
999.0
599.0
6999.0
599.0
1844.0
1999.0
7399.0
1399.0
899.0
8144.0
474.0
1399.0
2299.0
1399.0
302.0
1049.0
177.0
999.0
899.0
2313.0
1151.0
3464.0
3834.0
6136.67
11320.0
1849.0
188.0
3750.08
1626.0
124.0
2487.0
5394.0
